title,source,sentence,normalized_text,sentence_list,candidate_block
Framework for rational donor selection in fecal microbiota transplant clinical trials,medrxiv,Power simulation We performed a simulation to determine the power of FMT trials to retrospectively find associations between donor bacterial abundances and FMT response.,power simulation we performed a simulation to determine the power of fmt trials to retrospectively find associations between donor bacterial abundances and fmt response.,['power simulation we performed a simulation to determine the power of fmt trials to retrospectively find associations between donor bacterial abundances and fmt response.'],power simulation we performed a simulation to determine the power of fmt trials to retrospectively find associations between donor bacterial abundances and fmt response.
Framework for rational donor selection in fecal microbiota transplant clinical trials,medrxiv,We used case-control gut microbiome datasets from MicrobiomeHD ( Duvallet et al.,we used case-control gut microbiome datasets from microbiomehd ( duvallet et al.,['we used case-control gut microbiome datasets from microbiomehd ( duvallet et al.'],we used case-control gut microbiome datasets from microbiomehd ( duvallet et al.
Framework for rational donor selection in fecal microbiota transplant clinical trials,medrxiv,2017 ) to model different effect sizes for FMT response.,2017 ) to model different effect sizes for fmt response.,['2017 ) to model different effect sizes for fmt response.'],2017 ) to model different effect sizes for fmt response.
Framework for rational donor selection in fecal microbiota transplant clinical trials,medrxiv,"Here, we use “effect size” to mean the number of genera which are differentially abundant between patients who respond to FMT vs. patients who do not.","here, we use “effect size” to mean the number of genera which are differentially abundant between patients who respond to fmt vs. patients who do not.","['here, we use “effect size” to mean the number of genera which are differentially abundant between patients who respond to fmt vs.', 'patients who do not.']","here, we use “effect size” to mean the number of genera which are differentially abundant between patients who respond to fmt vs. patients who do not."
Framework for rational donor selection in fecal microbiota transplant clinical trials,medrxiv,"Per the results in MicrobiomeHD, we used infectious diarrhea to model a large effect ( Schubert et al.","per the results in microbiomehd, we used infectious diarrhea to model a large effect ( schubert et al.","['per the results in microbiomehd, we used infectious diarrhea to model a large effect ( schubert et al.']","per the results in microbiomehd, we used infectious diarrhea to model a large effect ( schubert et al."
Framework for rational donor selection in fecal microbiota transplant clinical trials,medrxiv,"2014 ), colorectal cancer to model a medium effect ( Baxter et al.","2014 ), colorectal cancer to model a medium effect ( baxter et al.","['2014 ), colorectal cancer to model a medium effect ( baxter et al.']","2014 ), colorectal cancer to model a medium effect ( baxter et al."
Framework for rational donor selection in fecal microbiota transplant clinical trials,medrxiv,"2016 ), and obesity to model a small effect ( Goodrich et al.","2016 ), and obesity to model a small effect ( goodrich et al.","['2016 ), and obesity to model a small effect ( goodrich et al.']","2016 ), and obesity to model a small effect ( goodrich et al."
Framework for rational donor selection in fecal microbiota transplant clinical trials,medrxiv,We collapsed OTUs to genus-level as in Duvallet et al.,we collapsed otus to genus-level as in duvallet et al.,['we collapsed otus to genus-level as in duvallet et al.'],we collapsed otus to genus-level as in duvallet et al.
Framework for rational donor selection in fecal microbiota transplant clinical trials,medrxiv,"2017 and ranked genera according to their signal-to-noise ratio in each entire dataset, where the signal-to-noise was calculated as the difference in mean log abundance in cases and controls divided by the standard deviation of the log abundances across all samples.","2017 and ranked genera according to their signal-to-noise ratio in each entire dataset, where the signal-to-noise was calculated as the difference in mean log abundance in cases and controls divided by the standard deviation of the log abundances across all samples.","['2017 and ranked genera according to their signal-to-noise ratio in each entire dataset, where the signal-to-noise was calculated as the difference in mean log abundance in cases and controls divided by the standard deviation of the log abundances across all samples.']","2017 and ranked genera according to their signal-to-noise ratio in each entire dataset, where the signal-to-noise was calculated as the difference in mean log abundance in cases and controls divided by the standard deviation of the log abundances across all samples."
Framework for rational donor selection in fecal microbiota transplant clinical trials,medrxiv,We considered the 10 genera with the largest absolute signal-to-noise ratios as our “top hits” in the main text.,we considered the 10 genera with the largest absolute signal-to-noise ratios as our “top hits” in the main text.,['we considered the 10 genera with the largest absolute signal-to-noise ratios as our “top hits” in the main text.'],we considered the 10 genera with the largest absolute signal-to-noise ratios as our “top hits” in the main text.
